0.01 7.830727827088831e-07
0.02 3.1321870432355865e-06
0.03 7.047030569539721e-06
0.04 1.2527083178177388e-05
0.05 1.957161696527943e-05
0.06 2.81796966616393e-05
0.07 3.835018008585587e-05
0.08 5.0081718699732076e-05
0.09 6.337275826039413e-05
0.1 7.822153957331472e-05
0.11 9.4626099342507e-05
0.12 0.00011258427111827507
0.13 0.00013209368634094646
0.14 0.0001531517754787753
0.15 0.0001757557692623967
0.16 0.00019990270000953584
0.17 0.0002255894030426484
0.18 0.00025281251819632644
0.19 0.00028156849141349464
0.2 0.00031185357642831075
0.21 0.00034366383653465786
0.22 0.00037699514643931963
0.23 0.00041184319419521016
0.24 0.0004482034832164896
0.25 0.0004860713343708528
0.26 0.0005254418881479713
0.27 0.0005663101069031608
0.28 0.0006086707771709106
0.29 0.0006525185120515379
0.3 0.0006978477536619235
0.31 0.0007446527756536881
0.32 0.0007929276857947715
0.33 0.0008426664286103378
0.34 0.0008938627880832016
0.35 0.0009465103904091421
0.36 0.0010006027068064926
0.37 0.001056133056377087
0.38 0.0011130946090151582
0.39 0.0011714803883610993
0.4 0.0012312832748010074
0.41 0.001292496008505999
0.42 0.0013551111925091735
0.43 0.001419121295819948
0.44 0.0014845186565700097
0.45 0.001551295485191883
0.46 0.0016194438676224822
0.47 0.0016889557685366987
0.48 0.0017598230345997588
0.49 0.001832037397742532
0.5 0.0019055904784538338
0.51 0.0019804737890891286
0.52 0.0020566787371909556
0.53 0.0021341966288212447
0.54 0.0022130186719005866
0.55 0.0022931359795552077
0.56 0.0023745395734631326
0.57 0.0024572203872079814
0.58 0.0025411692696259798
0.59 0.0026263769881511847
0.6 0.002712834232156664
0.61 0.0028005316162847717
0.62 0.002889459683771891
0.63 0.002979608909756435
0.64 0.003070969704576339
0.65 0.003163532417048578
0.66 0.0032572873377324737
0.67 0.0033522247021708722
0.68 0.0034483346941135123
0.69 0.0035456074487122033
0.7 0.0036440330556954392
0.71 0.0037436015625137175
0.72 0.0038443029774578217
0.73 0.0039461272727457355
0.74 0.004049064387581806
0.75 0.00415310423117763
0.76 0.00425823668574509
0.77 0.004364451609449752
0.78 0.004471738839328444
0.79 0.004580088194171809
0.8 0.004689489477363878
0.81 0.004799932479684403
0.82 0.004911406982070973
0.83 0.005023902758335752
0.84 0.005137409577843397
0.85 0.00525191720814323
0.86 0.005367415417556941
0.87 0.005483893977722991
0.88 0.005601342666092941
0.89 0.005719751268384212
0.9 0.005839109580983026
0.91 0.005959407413301793
0.92 0.006080634590089989
0.93 0.006202780953692346
0.94 0.00632583636626421
0.95 0.0064497907119332905
0.96 0.006574633898915796
0.97 0.006700355861581137
0.98 0.006826946562468151
0.99 0.006954395994251208
1.0 0.007082694181658288
