1 0.0017789155804
2 0.00044917564591
3 0.000200003128233
4 0.000112574653842
5 7.20693883906e-05
6 5.00563413373e-05
7 3.67797008981e-05
8 2.81612542972e-05
9 2.2251840475e-05
10 1.80245544918e-05
11 1.48966707385e-05
12 1.25175616955e-05
13 1.06659974802e-05
14 9.19680186435e-06
15 8.01150653704e-06
16 7.04141369759e-06
17 6.23741393425e-06
18 5.56364694876e-06
19 4.99343272891e-06
20 4.50658926979e-06
21 4.08762198268e-06
22 3.72447548696e-06
23 3.40765663132e-06
24 3.12960776051e-06
25 2.88425174376e-06
26 2.66665716548e-06
27 2.47278851085e-06
28 2.29931778358e-06
29 2.14348063778e-06
30 2.0029656556e-06
31 1.87582807951e-06
32 1.76042219301e-06
33 1.65534777366e-06
34 1.55940744035e-06
35 1.47157239057e-06
36 1.39095467335e-06
37 1.31678468488e-06
38 1.24839276982e-06
39 1.18519394613e-06
40 1.12667549566e-06
41 1.07238638613e-06
42 1.02192867011e-06
43 9.74950136608e-07
44 9.31138115058e-07
45 8.90214288071e-07
46 8.51930269181e-07
47 8.16063796503e-07
48 7.82415526856e-07
49 7.50806247928e-07
50 7.21074473625e-07
51 6.9307442259e-07
52 6.66674157934e-07
53 6.41754102089e-07
54 6.18205607157e-07
55 5.95929865698e-07
56 5.74836779602e-07
57 5.54844075942e-07
58 5.35876516775e-07
59 5.17865243785e-07
60 5.00746970347e-07
61 4.8446368193e-07
62 4.68961888473e-07
63 4.54192430389e-07
64 4.40109854208e-07
65 4.26672199338e-07
66 4.13840757718e-07
67 4.01579513255e-07
68 3.89855238305e-07
69 3.78636993538e-07
70 3.67896093012e-07
71 3.57605834725e-07
72 3.47741351277e-07
73 3.38279479266e-07
74 3.29198578468e-07
75 3.20478498691e-07
76 3.12100356227e-07
77 3.04046525032e-07
78 2.96300446111e-07
79 2.88846650912e-07
80 2.81670605517e-07
81 2.74758740444e-07
82 2.68098188279e-07
83 2.61676925898e-07
84 2.55483609196e-07
85 2.49507611758e-07
86 2.43738841401e-07
87 2.38167870663e-07
88 2.32785712928e-07
89 2.27583981631e-07
90 2.22554659193e-07
91 2.17690244931e-07
92 2.1298358268e-07
93 2.0842791844e-07
94 2.04016913036e-07
95 1.99744393232e-07
96 1.9560472304e-07
97 1.91592436342e-07
98 1.87702336103e-07
99 1.83929517591e-07
100 1.80269307765e-07
